guidislink,href,id,link,links,media_thumbnail,published,published_parsed,summary,summary_detail,title,title_detail,scraping_date
False,,https://www.sciencedaily.com/releases/2019/03/190326081337.htm,https://www.sciencedaily.com/releases/2019/03/190326081337.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326081337.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326081337-large.jpg', 'height': '188', 'width': '300'}]","Tue, 26 Mar 2019 08:13:37 EDT","[2019, 3, 26, 12, 13, 37, 1, 85, 0]","Researchers analyzed how people who feed birds notice and respond to natural events at their feeders by collaborating with Project FeederWatch, a program that engages more than 25,000 people to observe and collect data on their backyard birds.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'Researchers analyzed how people who feed birds notice and respond to natural events at their feeders by collaborating with Project FeederWatch, a program that engages more than 25,000 people to observe and collect data on their backyard birds.'}",People who feed birds impact conservation,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'People who feed birds impact conservation'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190325151024.htm,https://www.sciencedaily.com/releases/2019/03/190325151024.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325151024.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325151024-large.jpg', 'height': '295', 'width': '300'}]","Mon, 25 Mar 2019 15:10:24 EDT","[2019, 3, 25, 19, 10, 24, 0, 84, 0]","Evolutionary biologists who study the social lives and behavior of colony spiders -- some of which are docile, others aggressive -- have found that the success of their cooperative societies depend on their neighbors.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'Evolutionary biologists who study the social lives and behavior of colony spiders -- some of which are docile, others aggressive -- have found that the success of their cooperative societies depend on their neighbors.'}",The most aggressive spider societies are not always the ones that flourish,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'The most aggressive spider societies are not always the ones that flourish'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326160525.htm,https://www.sciencedaily.com/releases/2019/03/190326160525.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326160525.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326160525-large.jpg', 'height': '208', 'width': '300'}]","Tue, 26 Mar 2019 16:05:25 EDT","[2019, 3, 26, 20, 5, 25, 1, 85, 0]","A new technique to spin starch fibers using Lego pieces could have future applications for lab-grown 'clean' meat, according to a team of food scientists.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': ""A new technique to spin starch fibers using Lego pieces could have future applications for lab-grown 'clean' meat, according to a team of food scientists.""}",Building starch backbones for lab-grown meat using Lego pieces,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Building starch backbones for lab-grown meat using Lego pieces'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190325101413.htm,https://www.sciencedaily.com/releases/2019/03/190325101413.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325101413.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325101413-large.jpg', 'height': '193', 'width': '300'}]","Mon, 25 Mar 2019 10:14:13 EDT","[2019, 3, 25, 14, 14, 13, 0, 84, 0]","A sophisticated new analysis too incorporating advanced mathematical strategies could help revolutionize the way researchers investigate the spread and distribution of dangerous, fast-evolving disease vectors.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'A sophisticated new analysis too incorporating advanced mathematical strategies could help revolutionize the way researchers investigate the spread and distribution of dangerous, fast-evolving disease vectors.'}",New computational tool could change how we study pathogens,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'New computational tool could change how we study pathogens'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190325130522.htm,https://www.sciencedaily.com/releases/2019/03/190325130522.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325130522.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325130522-large.jpg', 'height': '208', 'width': '300'}]","Mon, 25 Mar 2019 13:05:22 EDT","[2019, 3, 25, 17, 5, 22, 0, 84, 0]",Ions move faster than atoms in the gas streams of a solar prominence. Scientists have now observed this.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Ions move faster than atoms in the gas streams of a solar prominence. Scientists have now observed this.'}",Race at the edge of the Sun: Ions are faster than atoms,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Race at the edge of the Sun: Ions are faster than atoms'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326122145.htm,https://www.sciencedaily.com/releases/2019/03/190326122145.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326122145.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326122145-large.jpg', 'height': '199', 'width': '300'}]","Tue, 26 Mar 2019 12:21:45 EDT","[2019, 3, 26, 16, 21, 45, 1, 85, 0]",New work repurposing one of the oldest known reagents for amyloid looks to help provide a clearer picture of how fibrils come together.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': 'New work repurposing one of the oldest known reagents for amyloid looks to help provide a clearer picture of how fibrils come together.'}",Technique uses well-known dye to watch amyloid plaques in the brain,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': 'Technique uses well-known dye to watch amyloid plaques in the brain'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190325151014.htm,https://www.sciencedaily.com/releases/2019/03/190325151014.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325151014.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325151014-large.jpg', 'height': '200', 'width': '300'}]","Mon, 25 Mar 2019 15:10:14 EDT","[2019, 3, 25, 19, 10, 14, 0, 84, 0]",Relationships between tree diversity and pest diversity follow a hump-shaped curve. That's the finding of a national study of US forests that compared two county-level data sets.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': ""Relationships between tree diversity and pest diversity follow a hump-shaped curve. That's the finding of a national study of US forests that compared two county-level data sets.""}",How tree diversity regulates invading forest pests,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'How tree diversity regulates invading forest pests'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190327112710.htm,https://www.sciencedaily.com/releases/2019/03/190327112710.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190327112710.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190327112710-large.jpg', 'height': '200', 'width': '300'}]","Wed, 27 Mar 2019 11:27:10 EDT","[2019, 3, 27, 15, 27, 10, 2, 86, 0]","A synaesthesia-like effect in which people 'hear' silent flashes or movement, such as in popular 'noisy GIFs' and memes, could be due to a reduction of inhibition of signals that travel between visual and auditory areas of the brain, according to a new study. It was also found that musicians taking part in the study were significantly more likely to report experiencing visual ear than non-musician participants.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': ""A synaesthesia-like effect in which people 'hear' silent flashes or movement, such as in popular 'noisy GIFs' and memes, could be due to a reduction of inhibition of signals that travel between visual and auditory areas of the brain, according to a new study. It was also found that musicians taking part in the study were significantly more likely to report experiencing visual ear than non-musician participants.""}","People 'hear' flashes due to disinhibited flow of signals around the brain, suggests study","{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': ""People 'hear' flashes due to disinhibited flow of signals around the brain, suggests study""}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190318113814.htm,https://www.sciencedaily.com/releases/2019/03/190318113814.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190318113814.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190318113814-large.jpg', 'height': '177', 'width': '300'}]","Mon, 18 Mar 2019 11:38:14 EDT","[2019, 3, 18, 15, 38, 14, 0, 77, 0]","As states around the country move to stiffen punishments for animal cruelty, researchers have found a correlation between the types of animal abuse committed and the perpetrator's relationship to an animal and its owner.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/society.xml', 'value': ""As states around the country move to stiffen punishments for animal cruelty, researchers have found a correlation between the types of animal abuse committed and the perpetrator's relationship to an animal and its owner.""}",Who should Fido fear? Depends on relationship,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/society.xml', 'value': 'Who should Fido fear? Depends on relationship'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326160527.htm,https://www.sciencedaily.com/releases/2019/03/190326160527.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326160527.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326160527-large.jpg', 'height': '200', 'width': '300'}]","Tue, 26 Mar 2019 16:05:27 EDT","[2019, 3, 26, 20, 5, 27, 1, 85, 0]","New research could provide a major boost to the state's growing $1.6 billion walnut industry by making it easier to breed walnut trees better equipped to combat the soil-borne pathogens that now plague many of California's 4,800 growers.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': ""New research could provide a major boost to the state's growing $1.6 billion walnut industry by making it easier to breed walnut trees better equipped to combat the soil-borne pathogens that now plague many of California's 4,800 growers.""}",Deciphering the walnut genome,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'Deciphering the walnut genome'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190327112705.htm,https://www.sciencedaily.com/releases/2019/03/190327112705.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190327112705.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190327112705-large.jpg', 'height': '209', 'width': '300'}]","Wed, 27 Mar 2019 11:27:05 EDT","[2019, 3, 27, 15, 27, 5, 2, 86, 0]","We all have a remedy -- a glass of wine or a piece of chocolate -- for lifting our spirits when we're in a bad mood. Rather than focusing on ways to make ourselves feel better, a team of researchers suggests wishing others well.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': ""We all have a remedy -- a glass of wine or a piece of chocolate -- for lifting our spirits when we're in a bad mood. Rather than focusing on ways to make ourselves feel better, a team of researchers suggests wishing others well.""}",A simple strategy to improve your mood in 12 minutes,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': 'A simple strategy to improve your mood in 12 minutes'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326202219.htm,https://www.sciencedaily.com/releases/2019/03/190326202219.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326202219.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326202219-large.jpg', 'height': '207', 'width': '300'}]","Tue, 26 Mar 2019 20:22:19 EDT","[2019, 3, 27, 0, 22, 19, 2, 86, 0]","A team of biologists and physicists, led by the University of Bristol, have uncovered new insights into how antlions - one of the fiercest and most terrifying predators in the insect kingdom - build their deadly pit traps.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'A team of biologists and physicists, led by the University of Bristol, have uncovered new insights into how antlions - one of the fiercest and most terrifying predators in the insect kingdom - build their deadly pit traps.'}",'Nightmarish' antlions' spiral digging techniques create effective and deadly traps,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': ""'Nightmarish' antlions' spiral digging techniques create effective and deadly traps""}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190327080721.htm,https://www.sciencedaily.com/releases/2019/03/190327080721.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190327080721.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190327080721-large.jpg', 'height': '188', 'width': '300'}]","Wed, 27 Mar 2019 08:07:21 EDT","[2019, 3, 27, 12, 7, 21, 2, 86, 0]",The GRAVITY instrument on ESO's Very Large Telescope Interferometer (VLTI) has made the first direct observation of an exoplanet using optical interferometry. This method revealed a complex exoplanetary atmosphere with clouds of iron and silicates swirling in a planet-wide storm. The technique presents unique possibilities for characterizing many of the exoplanets known today.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': ""The GRAVITY instrument on ESO's Very Large Telescope Interferometer (VLTI) has made the first direct observation of an exoplanet using optical interferometry. This method revealed a complex exoplanetary atmosphere with clouds of iron and silicates swirling in a planet-wide storm. The technique presents unique possibilities for characterizing many of the exoplanets known today.""}",GRAVITY instrument breaks new ground in exoplanet imaging,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'GRAVITY instrument breaks new ground in exoplanet imaging'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190325130524.htm,https://www.sciencedaily.com/releases/2019/03/190325130524.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190325130524.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190325130524-large.jpg', 'height': '220', 'width': '300'}]","Mon, 25 Mar 2019 13:05:24 EDT","[2019, 3, 25, 17, 5, 24, 0, 84, 0]","Although we're still a long way from commercial airplanes powered by a combination of fossil fuel and batteries, a recent feasibility study explored fuel/battery configurations and the energy lifecycle to learn the trade-offs needed to yield the greatest reductions in carbon dioxide emissions.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': ""Although we're still a long way from commercial airplanes powered by a combination of fossil fuel and batteries, a recent feasibility study explored fuel/battery configurations and the energy lifecycle to learn the trade-offs needed to yield the greatest reductions in carbon dioxide emissions.""}","Commercial hybrid-electric aircraft, reduced carbon emissions","{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Commercial hybrid-electric aircraft, reduced carbon emissions'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326105604.htm,https://www.sciencedaily.com/releases/2019/03/190326105604.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326105604.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326105604-large.jpg', 'height': '199', 'width': '300'}]","Tue, 26 Mar 2019 10:56:04 EDT","[2019, 3, 26, 14, 56, 4, 1, 85, 0]",Musical training produces lasting improvements to a cognitive mechanism that helps individuals be more attentive and less likely to be distracted by irrelevant stimuli while performing demanding tasks.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': 'Musical training produces lasting improvements to a cognitive mechanism that helps individuals be more attentive and less likely to be distracted by irrelevant stimuli while performing demanding tasks.'}",Trained musicians perform better -- at paying attention,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': 'Trained musicians perform better -- at paying attention'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190327142021.htm,https://www.sciencedaily.com/releases/2019/03/190327142021.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190327142021.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190327142021-large.jpg', 'height': '199', 'width': '300'}]","Wed, 27 Mar 2019 14:20:21 EDT","[2019, 3, 27, 18, 20, 21, 2, 86, 0]","Pass the potato chips, please! New research discovers neural circuits that regulate craving and satiation for salty tastes.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': 'Pass the potato chips, please! New research discovers neural circuits that regulate craving and satiation for salty tastes.'}",The salt-craving neurons,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/health.xml', 'value': 'The salt-craving neurons'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326160457.htm,https://www.sciencedaily.com/releases/2019/03/190326160457.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326160457.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326160457-large.jpg', 'height': '199', 'width': '300'}]","Tue, 26 Mar 2019 16:04:57 EDT","[2019, 3, 26, 20, 4, 57, 1, 85, 0]","Researchers investigate the importance of marginal spikes, the 'teeth' lining the outer edge of the plant's snap traps, in successfully capturing prey.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': ""Researchers investigate the importance of marginal spikes, the 'teeth' lining the outer edge of the plant's snap traps, in successfully capturing prey.""}",Venus flytrap 'teeth' form a 'horrid prison' for medium-sized prey,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': ""Venus flytrap 'teeth' form a 'horrid prison' for medium-sized prey""}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326105702.htm,https://www.sciencedaily.com/releases/2019/03/190326105702.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326105702.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326105702-large.jpg', 'height': '225', 'width': '300'}]","Tue, 26 Mar 2019 10:57:02 EDT","[2019, 3, 26, 14, 57, 2, 1, 85, 0]","Using high-resolution adaptive optics imaging from the Gemini Observatory, astronomers have uncovered one of the oldest star clusters in the Milky Way Galaxy. The remarkably sharp image looks back into the early history of our Universe and sheds new insights on how our Galaxy formed.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Using high-resolution adaptive optics imaging from the Gemini Observatory, astronomers have uncovered one of the oldest star clusters in the Milky Way Galaxy. The remarkably sharp image looks back into the early history of our Universe and sheds new insights on how our Galaxy formed.'}",Ultra-sharp images make old stars look absolutely marvelous!,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Ultra-sharp images make old stars look absolutely marvelous!'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326202221.htm,https://www.sciencedaily.com/releases/2019/03/190326202221.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326202221.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326202221-large.jpg', 'height': '200', 'width': '300'}]","Tue, 26 Mar 2019 20:22:21 EDT","[2019, 3, 27, 0, 22, 21, 2, 86, 0]",Scientists are looking at ways to boost captive populations of Asian elephants without relying on taking them from the wild.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'Scientists are looking at ways to boost captive populations of Asian elephants without relying on taking them from the wild.'}",Future of elephants living in captivity hangs in the balance,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'Future of elephants living in captivity hangs in the balance'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326105557.htm,https://www.sciencedaily.com/releases/2019/03/190326105557.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326105557.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326105557-large.jpg', 'height': '255', 'width': '300'}]","Tue, 26 Mar 2019 10:55:57 EDT","[2019, 3, 26, 14, 55, 57, 1, 85, 0]",Researchers have found why the giant duckweed has a low genetic diversity despite its large population size: low mutation rates contribute to low genetic diversity. The results are relevant for future studies on the evolution of plants and will accelerate the use of duckweeds both for basic research and industrial applications.,"{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'Researchers have found why the giant duckweed has a low genetic diversity despite its large population size: low mutation rates contribute to low genetic diversity. The results are relevant for future studies on the evolution of plants and will accelerate the use of duckweeds both for basic research and industrial applications.'}",Duckweed: The low-down on a tiny plant,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/environment.xml', 'value': 'Duckweed: The low-down on a tiny plant'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190319112211.htm,https://www.sciencedaily.com/releases/2019/03/190319112211.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190319112211.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190319112211-large.jpg', 'height': '331', 'width': '300'}]","Tue, 19 Mar 2019 11:22:11 EDT","[2019, 3, 19, 15, 22, 11, 1, 78, 0]","Researchers in Finland have published a response to a recent scientific review predicting that as a result of an ongoing rapid decline, nearly half of the world's insects could soon go extinct. The authors point out major flaws in the earlier study and warn that it risks compromising the credibility of conservation science.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/society.xml', 'value': ""Researchers in Finland have published a response to a recent scientific review predicting that as a result of an ongoing rapid decline, nearly half of the world's insects could soon go extinct. The authors point out major flaws in the earlier study and warn that it risks compromising the credibility of conservation science.""}",'Insectageddon' is 'alarmist by bad design': Scientists point out the study's major flaws,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/society.xml', 'value': ""'Insectageddon' is 'alarmist by bad design': Scientists point out the study's major flaws""}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190322163336.htm,https://www.sciencedaily.com/releases/2019/03/190322163336.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190322163336.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190322163336-large.jpg', 'height': '200', 'width': '300'}]","Fri, 22 Mar 2019 16:33:36 EDT","[2019, 3, 22, 20, 33, 36, 4, 81, 0]","A new system can monitor the behavior of all electric devices within a building, ship, or factory, determining which ones are in use at any given time and whether any are showing signs of an imminent failure. When tested on a Coast Guard cutter, the system pinpointed a motor with burnt-out wiring that could have led to a serious onboard fire.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'A new system can monitor the behavior of all electric devices within a building, ship, or factory, determining which ones are in use at any given time and whether any are showing signs of an imminent failure. When tested on a Coast Guard cutter, the system pinpointed a motor with burnt-out wiring that could have led to a serious onboard fire.'}",Energy monitor can find electrical failures before they happen,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Energy monitor can find electrical failures before they happen'}",2019-03-27 15:47:31.400131
False,,https://www.sciencedaily.com/releases/2019/03/190326165618.htm,https://www.sciencedaily.com/releases/2019/03/190326165618.htm,"[{'rel': 'alternate', 'type': 'text/html', 'href': 'https://www.sciencedaily.com/releases/2019/03/190326165618.htm'}]","[{'url': 'https://www.sciencedaily.com/images/2019/03/190326165618-large.jpg', 'height': '217', 'width': '300'}]","Tue, 26 Mar 2019 16:56:18 EDT","[2019, 3, 26, 20, 56, 18, 1, 85, 0]","Materials scientists have theorized a new 'oil-and-vinegar' approach to engineering self-assembling materials of unusual architectures made out of spherical nanoparticles. The resulting structures could prove useful to applications in optics, plasmonics, electronics and multi-stage catalysis.","{'type': 'text/html', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': ""Materials scientists have theorized a new 'oil-and-vinegar' approach to engineering self-assembling materials of unusual architectures made out of spherical nanoparticles. The resulting structures could prove useful to applications in optics, plasmonics, electronics and multi-stage catalysis.""}",Layered liquids arrange nanoparticles into useful configurations,"{'type': 'text/plain', 'language': None, 'base': 'https://www.sciencedaily.com/rss/top/technology.xml', 'value': 'Layered liquids arrange nanoparticles into useful configurations'}",2019-03-27 15:47:31.400131
